FID,the_geom,UNIQUENUM,IDNUM,NAME,LONGITUDE,LATITUDE,COUNTRY,REGION,REVBIS,DESCRIPTIO,JUSTIFICAT,DATEINSCRI,SECDATE,DANGER,AREAHA,CRITERIA,CATSHORT,CATFIN,TRANSBOUND
worldheritagesites.61,POINT (89.18333 21.95),943,798,The Sundarbans,89.18333,21.95,Bangladesh,Asia and the Pacific,,"<p>The Sundarbans mangrove forest, one of the largest such forests in the world (140,000 ha), lies on the delta of the Ganges, Brahmaputra and Meghna rivers on the Bay of Bengal. It is adjacent to the border of India&rsquo;s Sundarbans World Heritage sit","<p>The Committee inscribed the site under <em>criteria (ix)</em> and <em>(x) </em> as one of the largest remaining areas of mangroves in the world, which supports an exceptional biodiversity with a wide range of flora and fauna, including the Bengal Tige",1997,,,139500,(ix)(x),N,N,0
worldheritagesites.62,POINT (-59.61388889 13.09666667),1786,1376,Historic Bridgetown and its Garrison,-59.61388889,13.09666667,Barbados,Latin America and the Caribbean,,"<p>Historic Bridgetown and its Garrison, an outstanding example of British colonial architecture consisting of a well-preserved old town built in the 17th, 18th and 19th centuries, which testifies to the spread of Great Britain's Atlantic colonial empire",,2011,,,187,(ii)(iii)(iv),C,C,0
worldheritagesites.63,POINT (26.47272222 53.45108333),743,625,Mir Castle Complex,26.47272222,53.45108333,Belarus,Europe and North America,,"<p>The construction of this castle began at the end of the 15th century, in Gothic style. It was subsequently extended and reconstructed, first in the Renaissance and then in the Baroque style. After being abandoned for nearly a century and suffering sev","<p><em>Criterion ii:</em> Mir Castle is an exceptional example of a central European castle, reflecting in its design and layout successive cultural influences (Gothic, Baroque, and Renaissance) that blend harmoniously to create an impressive monument to",2000,,,27,(ii)(iv),C,C,0
worldheritagesites.64,POINT (26.69139 53.22278),1373,1196,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",26.69139,53.22278,Belarus,Europe and North America,,"<p>The Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh is located in central Belarus. The Radziwill dynasty, who built and kept the ensemble from the 16th century until 1939, gave birth to some of the most important per","<p><em>Criterion (ii): </em>The architectural, residential and cultural complex of the Radziwill family at Nesvizh was the cradle for inoculation of new concepts based on the synthesis of the Western traditions, leading to the establishment of a new arch",2005,,,0,(ii)(iv)(vi),C,C,0
worldheritagesites.65,POINT (26.33777778 59.05777778),1364,1187,Struve Geodetic Arc,26.33777778,59.05777778,"Belarus,Estonia,Finland,Latvia,Lithuania,Norway,Republic of Moldova,Russian Federation,Sweden,Ukraine",Europe and North America,,"<p>The Struve Arc is a chain of survey triangulations stretching from Hammerfest in Norway to the Black Sea, through 10 countries and over 2,820 km. These are points of a survey, carried out between 1816 and 1855 by the astronomer Friedrich Georg Wilhelm","<p><em>Criterion (ii): </em>The first accurate measuring of a long segment of a meridian, helping in the establishment of the exact size and shape of the world exhibits an important step in the development of earth sciences. It is also an extraordinary e",2005,,,0,(ii)(iii)(vi),C,C,1
worldheritagesites.66,POINT (23.98111111 52.7275),2005,33,Bia?owie?a Forest,23.98111111,52.7275,"Belarus,Poland",Europe and North America,Ter,"<p>The Bia?owie?a Forest World Heritage site, on the border between Poland and Belarus, is an immense range of primary forest including both conifers and broadleaved trees covering a total area of 141,885 hectares. Situated on the watershed of the Baltic",,1979,"19,922,014",,,(ix)(x),N,N,1
worldheritagesites.67,POINT (4.47375 51.03097222),1006,855,Flemish B?guinages,4.47375,51.03097222,Belgium,Europe and North America,,"<p>The <em>B?guines</em> were women who dedicated their lives to God without retiring from the world. In the 13th century they founded the <em>b?guinages</em> , enclosed communities designed to meet their spiritual and material needs. The Flemish <em>b?g","<p><em>Criterion (ii):</em> The Flemish b?guinages demonstrate outstanding physical characteristics of urban and rural planning and a combination of religious and traditional architecture in styles specific to the Flemish cultural region.</p>
<p><em>Crit",1998,,,59.95,(ii)(iii)(iv),C,C,0
worldheritagesites.68,POINT (4.13722 50.48111),1007,856,"The Four Lifts on the Canal du Centre and their Environs, La Louvi?re and Le Roeulx (Hainaut)",4.13722,50.48111,Belgium,Europe and North America,,"<p>The four hydraulic boat-lifts on this short stretch of the historic Canal du Centre are industrial monuments of the highest quality. Together with the canal itself and its associated structures, they constitute a remarkably well-preserved and complete","<p><em>Criterion (iii):</em> The boat-lifts of the Canal du Centre bear exceptional testimony to the remarkable hydraulic engineering developments of 19th-century Europe.</p>
<p><em>Criterion (iv):</em> These boat-lifts represent the apogee of the applic",1998,,,67.3436,(iii)(iv),C,C,0
worldheritagesites.69,POINT (4.35242 50.84668),1008,857,"La Grand-Place, Brussels",4.35242,50.84668,Belgium,Europe and North America,,"<p>La Grand-Place in Brussels is a remarkably homogeneous body of public and private buildings, dating mainly from the late 17th century. The architecture provides a vivid illustration of the level of social and cultural life of the period in this import","<p><em>Criterion (ii):</em> The Grand-Place is an outstanding example of the eclectic and highly successful blending of architectural and artistic styles that characterizes the culture and society of this region.</p>
<p><em>Criterion (iv):</em> Through t",1998,,,1.48,(ii)(iv),C,C,0
worldheritagesites.70,POINT (3.22527 51.20891),1160,996,Historic Centre of Brugge,3.22527,51.20891,Belgium,Europe and North America,,"<p>Brugge is an outstanding example of a medieval historic settlement, which has maintained its historic fabric as this has evolved over the centuries, and where original Gothic constructions form part of the town's identity. As one of the commercial and","<p><em>Criterion (ii):</em> The Historic Town of Brugge is testimony, over a long period, of a considerable exchange of influences on the development of architecture, particularly in brick Gothic, as well as favouring innovative artistic influences in th",2000,,,410,(ii)(iv)(vi),C,C,0
worldheritagesites.71,POINT (4.36223 50.82806),1173,1005,Major Town Houses of the Architect Victor Horta (Brussels),4.36223,50.82806,Belgium,Europe and North America,,"<p>The four major town houses - H&ocirc;tel Tassel, H&ocirc;tel Solvay, H&ocirc;tel van Eetvelde, and Maison &amp; Atelier Horta - located in Brussels and designed by the architect Victor Horta, one of the earliest initiators of Art Nouveau, are some of","<p><em>Criterion (i):</em> The Town Houses of Victor Horta in Brussels are works of human creative genius, representing the highest expression of the influential Art Nouveau style in art and architecture.</p>
<p><em>Criterion (ii):</em> The appearance of",2000,,,0,(i)(ii)(iv),C,C,0
worldheritagesites.72,POINT (3.97879 50.43077),1174,1006,Neolithic Flint Mines at Spiennes (Mons),3.97879,50.43077,Belgium,Europe and North America,,"<p>The Neolithic flint mines at Spiennes, covering more than 100 ha, are the largest and earliest concentration of ancient mines in Europe. They are also remarkable for the diversity of technological solutions used for extraction and for the fact that th","<p><em>Criterion (i):</em> The Neolithic flint mines at Spiennes provide exceptional testimony to early human inventiveness and application.</p>
<p><em>Criterion (iii):</em> The arrival of the Neolithic cultures marked a major milestone in human cultural",2000,,,172,(i)(iii)(iv),C,C,0
worldheritagesites.73,POINT (3.38926 50.60603),1179,1009,Notre-Dame Cathedral in Tournai,3.38926,50.60603,Belgium,Europe and North America,,"<p>The Cathedral of Notre-Dame in Tournai was built in the first half of the 12th century. It is especially distinguished by a Romanesque nave of extraordinary dimensions, a wealth of sculpture on its capitals and a transept topped by five towers, all pr","<p><em>Criterion (ii):</em> The Cathedral of Notre-Dame in Tournai bears witness to a considerable exchange of influence between the architecture of the Ile de France, the Rhineland, and Normandy during the short period at the beginning of the 12th centu",2000,,,0.4963,(ii)(iv),C,C,0
worldheritagesites.74,POINT (4.39778 51.21833),1362,1185,Plantin-Moretus House-Workshops-Museum Complex,4.39778,51.21833,Belgium,Europe and North America,,"<p>The Plantin-Moretus Museum is a printing plant and publishing house dating from the Renaissance and Baroque periods. Situated in Antwerp, one of the three leading cities of early European printing along with Paris and Venice, it is associated with the","<p><em>Criterion (ii): </em> Through the publications of the Officina Plantiniana, the Plantin-Moretus complex is a testimony to the major role played by this important centre of 16th century European humanism in the development of science and culture.</",2005,,,0.23,(ii)(iii)(iv)(vi),C,C,0
worldheritagesites.75,POINT (4.416111111 50.835),1578,1298,Stoclet House,4.416111111,50.835,Belgium,Europe and North America,,"<p>When banker and art collector Adolphe Stoclet commissioned this house from one of the leading architects of the Vienna Secession movement, Josef Hoffmann, in 1905, he imposed neither aesthetic nor financial restrictions on the project. The house and g",,2009,,,0.86,(i)(ii),C,C,0
worldheritagesites.76,POINT (3.838333333 50.43527778),1837,1344,Major Mining Sites of Wallonia,3.838333333,50.43527778,Belgium,Europe and North America,Rev,"<p>The four sites of the property form a strip 170&nbsp;km long by 3&ndash;15&nbsp;km wide, crossing Belgium from east to west, consisting of the best-preserved 19th- and 20th-century coal-mining sites of the country. It features examples of the utopian",,2012,,,118.07,(ii)(iv),C,C,0
worldheritagesites.77,POINT (3.23139 50.17444),1100,943,Belfries of Belgium and France,3.23139,50.17444,"Belgium,France",Europe and North America,Bis,"<p>Twenty-three belfries in the north of France and the belfry of Gembloux in Belgium were inscribed as a group, an extension to the 32 Belgian belfries inscribed in 1999 as Belfries of Flanders and Wallonia. Built between the 11th and 17th centuries, th",,1999,2005,,0,(ii)(iv),C,C,1
worldheritagesites.78,POINT (-87.05833333 16.75),900,764,Belize Barrier Reef Reserve System,-87.05833333,16.75,Belize,Latin America and the Caribbean,,"<p>The coastal area of Belize is an outstanding natural system consisting of the largest barrier reef in the northern hemisphere, offshore atolls, several hundred sand cays, mangrove forests, coastal lagoons and estuaries. The system&rsquo;s seven sites","<p>The Committee inscribed the Belize Barrier Reef Reserve System under natural <em>criteria (vii), (ix) and (x)</em> as the largest barrier reef in the Northern hemisphere, as a serial nomination consisting of seven sites. The Reef illustrates a classic",1996,,2009,96300,(vii)(ix)(x),N,ND,0
worldheritagesites.79,POINT (1.983333333 7.183333333),1560,323,Royal Palaces of Abomey,1.983333333,7.183333333,Benin,Africa,Bis,"<p>From 1625 to 1900, 12 kings succeeded one another at the head of the powerful Kingdom of Abomey. With the exception of King Akaba, who had his own separate enclosure, they all had their palaces built within the same cob-wall area, in keeping with prev",,1985,,,47.6,(iii)(iv),C,C,0
worldheritagesites.80,POINT (-65.75306 -19.58361),484,420,City of Potos?,-65.75306,-19.58361,Bolivia (Plurinational State of),Latin America and the Caribbean,,"<p>In the 16th century, this area was regarded as the world&rsquo;s largest industrial complex. The extraction of silver ore relied on a series of hydraulic mills. The site consists of the industrial monuments of the Cerro Rico, where water is provided b",,1987,,2014,0,(ii)(iv)(vi),C,CD,0
